posicao,nota_capacidade,razao_social,nome_fantasia,cnpj_formatado,cnae,cnae_descricao,endereco,bairro,municipio,telefone,telefone_2,email,data_inicio_atividade,idade_meses,porte,porte_desc,opcao_simples,capital_social,n_unidades_br,n_unidades_df,n_ufs,natureza_juridica_desc,tipo_negocio,franquia,endereco_suspeito,n_cnpjs_mesma_sala,n_cnpjs_mesmo_predio,origem_recorte,validado_receita,validacao_data,validacao_situacao,nota_capacidade_conta
1134,43,CONSULTORIO ODONTOLOGICO GN ODONTO LTDA,OFICINA DO DENTE,14.437.924/0001-64,8630504,Atividade odontológica,"QUADRA RUA DA GAMELEIRA, 50, LOJA  01                        PARTE A                   CENTRO, SAO SEBASTIAO, CEP 71691084, Brasilia/DF",SAO SEBASTIAO,Brasilia/DF,(61) 33357999,,,2011-09-29,179,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1135,43,DAIA ODONTOLOGIA LTDA,DAIA ODONTOLOGIA,15.339.618/0001-58,8630504,Atividade odontológica,"QUADRA QI 27 BLOCO A PARTE A, S/N, SALA  201, GUARA II, CEP 71060280, Brasilia/DF",GUARA II,Brasilia/DF,(61) 84895454,,lucianomdaia@gmail.com,2012-04-02,172,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,23,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1136,43,GOULART CARDOSO ODONTOLOGIA CIRURGICA E ESPECIALIDADES LTDA,ODONTO AQUI CLINICAS ODONTOLOGICAS,30.539.184/0001-23,8630504,Atividade odontológica,"QUADRA SDN CONJUNTO A, SN,       SHOPPING CONJUNTO         NACIONAL SALA 5002, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 30348999,,lh@odontoaqui.com.br,2018-05-23,99,1,ME - Microempresa (ate R$360 mil/ano),Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,251,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 43 | NOTA 43/100
1137,43,INSTITUTO ODONTOLOGICO MAXILOFACIAL BRASILIA LTDA,INSTITUTO MAXILOFACIAL,32.538.893/0001-10,8630504,Atividade odontológica,"AVENIDA INDEPENDENCIA QUADRA 51 LOTE, 15A, SALA  07, SETOR TRADICIONAL (PLANALTINA), CEP 73330003, Brasilia/DF",SETOR TRADICIONAL (PLANALTINA),Brasilia/DF,(61) 32630493,,contato@renovacontabil.com.br,2019-01-23,91,1,ME - Microempresa (ate R$360 mil/ano),Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 43 | NOTA 43/100
1138,43,INSTITUTO ODONTOLOGICO ORRO E GHADER LTDA,IOOG,17.278.638/0001-91,8630504,Atividade odontológica,"RUA AC RUA 09 NORTE  LOTE 02 LOJA, 01, SUBSL, AGUAS CLARAS, CEP 71900100, Brasilia/DF",AGUAS CLARAS,Brasilia/DF,(61) 34476079,,adm.ioog@gmail.com,2012-11-14,165,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1139,43,INSTITUTO PAOLA GONZALES SAUDE E EDUCACAO- IPG LTDA,INSTITUTO PAOLA GONZALES,16.815.168/0001-95,8630504,Atividade odontológica,"QUADRA 44 LOTE, 59, SETOR LESTE (GAMA), CEP 72440440, Brasilia/DF",SETOR LESTE (GAMA),Brasilia/DF,(61) 95637522,,ipgclinica@gmail.com,2012-08-22,168,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1140,43,IOSPE - INSTITUTO ODONTOLOGICO SAUDE POPULAR E ESTETICA LTDA,IOSPE,33.202.461/0001-04,8630504,Atividade odontológica,"QUADRA QNM 17 CONJUNTO H LOTE, 44,       2 ANDAR, CEILANDIA SUL (CEILANDIA), CEP 72215178, Brasilia/DF",CEILANDIA SUL (CEILANDIA),Brasilia/DF,(61) 39655252,,drogariaqnm17@hotmail.com,2019-04-01,88,1,ME - Microempresa (ate R$360 mil/ano),Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,4,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 43 | NOTA 43/100
1141,43,KNG ODONTO ESTETICA LTDA,REVELLE ODONTO E ESTETICA FACIAL,17.465.406/0001-42,8630504,Atividade odontológica,"QUADRA SHN QUADRA 1 BLOCO F, S/N, CONJ  A                   ANDAR 1                   SALA  105, ASA NORTE, CEP 70701060, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 91844402,,ola@revelle.bsb.br,2013-01-21,163,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,77,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1142,43,MAIS SORRISOS ODONTOLOGIA LTDA,MAIS SORRISO,22.404.734/0001-79,8630504,Atividade odontológica,"AVENIDA QUADRA 17 CONJUNTO 11, S/N,       AV PARANOA          QUADRA17                  CONJ  11                  LOTE  09                  SALA  101, PARANOA, CEP 71571711, Brasilia/DF",PARANOA,Brasilia/DF,(61) 33940111,(61) 93263272,wisam_alfokaha@hotmail.com,2015-04-17,136,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1143,43,NEOCLINIC - CLINICA ODONTOLOGICA LTDA,NEOCLINIC ODONTOLOGIA,30.701.723/0001-89,8630504,Atividade odontológica,"AVENIDA CENTRAL BLOCOS 379/505 (LADO IMPAR) LOTE, 385,       LOJA E SOBRELOJA, NUCLEO BANDEIRANTE, CEP 71710510, Brasilia/DF",NUCLEO BANDEIRANTE,Brasilia/DF,(61) 81692146,,,2018-06-14,98,1,ME - Microempresa (ate R$360 mil/ano),Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 43 | NOTA 43/100
1144,43,NOREP CLINICA ODONTOLOGICA LTDA,PERON CLINICA ODONTOLOGICA,23.825.022/0001-96,8630504,Atividade odontológica,"QUADRA QND 19 LOTE, 02, SALA  101                 EDIF  LISBOA, TAGUATINGA NORTE (TAGUATINGA), CEP 72120190, Brasilia/DF",TAGUATINGA NORTE (TAGUATINGA),Brasilia/DF,(61) 30426533,,norep.odontologia@gmail.com,2015-12-10,128,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,12,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1145,43,NP ODONTOLOGIA LTDA,IMPRO CLINICA REABILITACAO ORAL,34.368.311/0001-20,8630504,Atividade odontológica,"QUADRA SEPS 714/914 CONJUNTO C N., 30, SALA  312, ASA SUL, CEP 70390145, Brasilia/DF",ASA SUL,Brasilia/DF,(91) 94166058,,odontoartclinicaespecializada@gmail.com,2019-07-30,85,1,ME - Microempresa (ate R$360 mil/ano),Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,47,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 43 | NOTA 43/100
1146,43,REABILITAR ODONTOLOGIA ESPECIALIZADA LTDA,REABILITAR ODONTOMASTER,22.767.275/0001-98,8630504,Atividade odontológica,"AVENIDA TERCEIRA AVENIDA AREA ESPECIAL 2, SN, LOTE  K/L/M/N             EDIF  MULTISHOPPING       LOJA  49, NUCLEO BANDEIRANTE, CEP 71720585, Brasilia/DF",NUCLEO BANDEIRANTE,Brasilia/DF,(61) 84843476,,odontomaster10@hotmail.com,2015-06-30,134,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,37,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 43 | NOTA 43/100
1147,43,F.G. DA SILVA SERVICOS ODONTOLOGICOS LTDA,ODONTO VIDA,48.783.556/0001-28,8630504,Atividade odontológica,"QUADRA QNO 1 CJ A LT 1, S/N, CEILANDIA NORTE (CEILANDIA), CEP 72250101, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 85089768,(0000) 00000000,geovaneorthorio@gmail.com,2022-12-01,44,1,ME - Microempresa (ate R$360 mil/ano),Nao,90000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,10,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1148,43,EXPERIENCE ODONTO PARANOA LTDA,EXPERIENCE ODONTO,44.319.415/0001-06,8630504,Atividade odontológica,"QUADRA QUADRA 30 CONJUNTO 22 LOTE, 08, PARANOA, CEP 71573030, Brasilia/DF",PARANOA,Brasilia/DF,(61) 98595930,,financeiro.experienceodonto@gmail.com,2021-11-22,57,1,ME - Microempresa (ate R$360 mil/ano),Nao,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1149,43,VW ODONTOLOGIA LTDA,ODONTO MAISS,49.912.463/0001-19,8630504,Atividade odontológica,"SETOR SDS BLOCO A NUMERO 44 LOJA, 13, LOJA  13                  EDIF  CENTRO COM BOULEVARD, ASA SUL, CEP 70391900, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 82684877,(0000) 00000000,odontomais.conic@gmail.com,2023-03-13,41,1,ME - Microempresa (ate R$360 mil/ano),Nao,75000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1150,43,ESTHETICLIN ODONTOLOGIA E ESTETICA LTDA,ESTHETICLIN ODONTOLOGIA E ESTETICA,46.768.539/0001-96,8630504,Atividade odontológica,"AVENIDA INDEPENDENCIA QUADRA 69B LOTE, 09, LOJA  01, SETOR TRADICIONAL (PLANALTINA), CEP 73330004, Brasilia/DF",SETOR TRADICIONAL (PLANALTINA),Brasilia/DF,(61) 98822555,,estheticlinplanaltina@gmail.com,2022-06-13,50,1,ME - Microempresa (ate R$360 mil/ano),Nao,70000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1151,43,VALO ODONTOLOGIA LTDA,ODONTO HAPPY,45.040.214/0001-20,8630504,Atividade odontológica,"QUADRA QE 40 CONJUNTO O LOTE 01 SALA, 203, GUARA II, CEP 71070152, Brasilia/DF",GUARA II,Brasilia/DF,(61) 96230677,,lucas.abrantesm@gmail.com,2022-01-27,55,1,ME - Microempresa (ate R$360 mil/ano),Nao,70000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1152,43,AV ODONTOLOGIA LTDA,AV ODONTOLOGIA,48.000.225/0001-74,8630504,Atividade odontológica,"RUA COPAIBA LOTE, 01, SALA  1304 TORRE A, NORTE (AGUAS CLARAS), CEP 71919540, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 96719916,,dra.alessandravidal@gmail.com,2022-09-19,47,1,ME - Microempresa (ate R$360 mil/ano),Nao,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,889,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1153,43,DG CLINICA ODONTOLOGICA LTDA,DG REABILITACAO ORAL E ESTETICA,45.907.808/0001-95,8630504,Atividade odontológica,"QUADRA CSB 02 LOTES, 01/04,       TORRE A             SALA  601, TAGUATINGA SUL, CEP 72015901, Brasilia/DF",TAGUATINGA SUL,Brasilia/DF,(61) 82355099,(61) 96602997,daianecruz@hotmail.com,2022-04-05,52,1,ME - Microempresa (ate R$360 mil/ano),Nao,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,26,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1154,43,AGSCLIN ODONTOLOGIA LTDA,CLINICA COUTO,50.088.120/0001-60,8630504,Atividade odontológica,"QUADRA 13 MODULO 3 LOTE, 01, LOJA  3, SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA), CEP 73401406, Brasilia/DF",SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA),Brasilia/DF,(61) 86215517,(0000) 00000000,fr7contabilidade@gmail.com,2023-03-27,41,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1155,43,ALVES E SOUSA CLINICA ODONTOLOGICA LTDA,ODONTO PREMIER,45.559.742/0001-90,8630504,Atividade odontológica,"QUADRA 17 LOTE, 04, LOJA  01, DEL LAGO I (ITAPOA), CEP 71591235, Brasilia/DF",DEL LAGO I (ITAPOA),Brasilia/DF,(61) 99969726,,francinaldolima.adv@gmail.com,2022-03-08,53,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1156,43,AURUS SERVICOS ODONTOLOGICOS E HARMONIZACAO OROFACIAL LTDA,AURUS ODONTOLOGIA E ESTETICA,48.517.079/0001-59,8630504,Atividade odontológica,"AVENIDA PAU BRASIL LOTE, 10, SALA  1021                EDIF  LE QUARTIER, SUL (AGUAS CLARAS), CEP 71926000, Brasilia/DF",SUL (AGUAS CLARAS),Brasilia/DF,(61) 82875277,(61) 32253906,aurusodontobsb@gmail.com,2022-11-04,45,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,329,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1157,43,CLINICA MODERNIZE ODONTOLOGIA LTDA,MODERNIZE ODONTOLOGIA,50.035.156/0001-86,8630504,Atividade odontológica,"AVENIDA INDEPENDENCIA QUADRA 24 LOTE, 01,       SALA 109, SETOR TRADICIONAL (PLANALTINA), CEP 73330002, Brasilia/DF",SETOR TRADICIONAL (PLANALTINA),Brasilia/DF,(61) 92873288,(0000) 00000000,clinicamodernize@gmail.com,2023-03-22,41,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,15,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1158,43,CLINICA ODONTOLOGICA E PSICOLOGIA MULTIDISCIPLINAR MAIS SAUDE LTDA,CLINICA MULTIDISCIPLINAR + SAUDE,50.351.149/0001-93,8630504,Atividade odontológica,"QUADRA QMSW 4 LOTE 03 APARTAMENTO, 102, EDIF  CARIBE CENTER, SETOR SUDOESTE, CEP 70680400, Brasilia/DF",SETOR SUDOESTE,Brasilia/DF,(61) 99932508,(0000) 00000000,charlisonrc@gmail.com,2023-04-17,40,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1159,43,CVO HARMONIZE ODONTOLOGIA E ESTETICA LTDA,CVO HARMONIZE ODONTOLOGIA E ESTETICA,43.806.390/0001-02,8630504,Atividade odontológica,"QUADRA 4 AREA RESERVADA, AR 02, LOJA  2/3, SOBRADINHO, CEP 73025040, Brasilia/DF",SOBRADINHO,Brasilia/DF,(61) 82251002,,cvo.financeiro@gmail.com,2021-10-07,58,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1160,43,DOMANNO ODONTOLOGIA ESPECIALIZADA LTDA,DOMANNO ODONTOLOGIA ESPECIALIZADA,47.455.130/0001-82,8630504,Atividade odontológica,"QUADRA CSB 2, 1, LOTE  1 2 3 E 4           SALA  530, TAGUATINGA SUL (TAGUATINGA), CEP 72015525, Brasilia/DF",TAGUATINGA SUL (TAGUATINGA),Brasilia/DF,(61) 81117634,,domanno.odontologia@outlook.com,2022-08-08,48,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1161,43,DR FABIANA SOUZA CLINICA ODONTOLOGICA LTDA,DRA FABIANA SOUZA CLINICA ODONTOLOGICA,46.671.743/0001-94,8630504,Atividade odontológica,"QUADRA QUADRA 7, S/N, LOTE  760                 LOJA  02                  EDIF  GILBERT, SETOR INDUSTRIAL (GAMA), CEP 72445070, Brasilia/DF",SETOR INDUSTRIAL (GAMA),Brasilia/DF,(61) 99390847,(0000) 00000000,lufa93330@gmail.com,2022-06-06,50,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,2,60,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1162,43,GUILHERME SOUZA PEIXOTO LTDA,PEIXOTO ODONTOLOGIA,43.551.963/0001-96,8630504,Atividade odontológica,"QUADRA QND 8, SN, LOTE  02                  LOJA  02, TAGUATINGA NORTE (TAGUATINGA), CEP 72120080, Brasilia/DF",TAGUATINGA NORTE (TAGUATINGA),Brasilia/DF,(61) 81055006,,peixotoodontologia21@gmail.com,2021-09-16,59,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1163,43,HSL MESTRYA CLINICA ODONTOLOGICA LTDA,MESTRYA ODONTOLOGIA ESPECIALIZADA,46.791.195/0001-36,8630504,Atividade odontológica,"AVENIDA PAU BRASIL LOTE, 10, SALA  526, NORTE (AGUAS CLARAS), CEP 71916500, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 95543187,,mestrya.odt@gmail.com,2022-06-15,50,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,70,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1164,43,INSTITUTO GAIA LTDA,INSTITUTO GAIA,43.624.482/0001-63,8630504,Atividade odontológica,"QUADRA SCS QUADRA 08, SN, BLOCO B50                 SALA  407                 EDIF  VENANCIO SHOPPING, ASA SUL, CEP 70333900, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 32260854,,clinica@gmail.com,2021-09-23,59,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,93,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1165,43,INSTITUTO WD ODONTOLOGIA E ESTETICA FACIAL LTDA,INSTITUTO WD ODONTOLOGIA E ESTETICA FACIAL,44.876.149/0001-04,8630504,Atividade odontológica,"QUADRA CL 118 LOTE I - 20, SN, SANTA MARIA, CEP 72548209, Brasilia/DF",SANTA MARIA,Brasilia/DF,(61) 99999999,,welingtonmarreta516@gmail.com,2022-01-14,55,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1166,43,IRAN MALDI,MALDI ODONTO,45.890.961/0001-57,8630504,Atividade odontológica,"QUADRA C 1 LOTE, 01/12, EDIF  TTC                 SALA  935, TAGUATINGA CENTRO (TAGUATINGA), CEP 72010010, Brasilia/DF",TAGUATINGA CENTRO (TAGUATINGA),Brasilia/DF,(61) 82084685,,iranmaldi@gmail.com,2022-04-04,52,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Empresario (Individual),clinica,nao,nao,1,46,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1167,43,ODONTOLOGIA AVANCADA DUETTO LTDA,DUETTO ODONTOLOGIA AVANCADA,49.557.684/0001-16,8630504,Atividade odontológica,"QUADRA QE 1 AE F SL, 217, BLOCO E, GUARA I, CEP 71020001, Brasilia/DF",GUARA I,Brasilia/DF,(61) 95399044,(0000) 00000000,duetto.odontoavancada@gmail.com,2023-02-10,42,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1168,43,ODONTOLOGIA LOBO LTDA,ODONTOLOBO,49.706.035/0001-30,8630504,Atividade odontológica,"QUADRA Q201 CJ 8 LT 19, S/N, SALA  101, RECANTO DAS EMAS, CEP 72610108, Brasilia/DF",RECANTO DAS EMAS,Brasilia/DF,(61) 98280086,(0000) 00000000,odontolobo2209@gmail.com,2023-02-24,42,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,7,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1169,43,ODONTOMED CLINICA LTDA,ODONTO-MED,45.637.334/0001-09,8630504,Atividade odontológica,"QUADRA QI 24 LOTES 14 A 27, S/N, SETOR INDUSTRIAL (TAGUATINGA), CEP 72135903, Brasilia/DF",SETOR INDUSTRIAL (TAGUATINGA),Brasilia/DF,(61) 92660302,,odonto.med1@gmail.com,2022-03-14,53,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,13,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1170,43,THAMAR CENTRO ODONTOLOGICO E ESTETICO LTDA,THAMAR ODONTOLOGIA E ESTETICA,49.317.059/0001-05,8630504,Atividade odontológica,"AVENIDA AREAL RUA 800 QS 7 LT 5/7 BL A/B, S/N, APT   303, ARNIQUEIRA, CEP 71971540, Brasilia/DF",ARNIQUEIRA,Brasilia/DF,(61) 92590309,,thamarodontologia@gmail.com,2023-01-24,43,1,ME - Microempresa (ate R$360 mil/ano),Nao,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,39,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 6 = 43 | NOTA 43/100
1171,43,DENTHIIS LTDA,DENTHIIS,24.552.509/0001-05,8630504,Atividade odontológica,"QUADRA 02 LOTE, 06, SETOR NORTE (BRAZLANDIA), CEP 72715020, Brasilia/DF",SETOR NORTE (BRAZLANDIA),Brasilia/DF,(61) 84819902,(61) 81481519,samuel.ludovico@hotmail.com,2016-04-08,124,1,ME - Microempresa (ate R$360 mil/ano),Sem registro,40000.00,2,1,2,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 8 + n_unidades 9 + regime_tributario 9 + maturidade 12 = 43 | NOTA 43/100
1172,43,COC CENTRO ODONTOLOGICO CAETANO LTDA,,26.437.194/0001-80,8630504,Atividade odontológica,"QUADRA SCS QD 01 BL C SLS 1011 A 1014, 30, SALA  1011 A 1014, ASA SUL, CEP 70395900, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 32245698,(61) 33218997,orcon3@hotmail.com,1990-06-19,434,1,ME - Microempresa (ate R$360 mil/ano),Nao,40000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,53,cnae_principal,,,,porte 5 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 47 | penalidades: sem_nome_fantasia -4 | NOTA 43/100
1173,43,CLINICA ODONTOLOGICA FELIZARDO E VASCONCELOS LTDA,FELIZARDO INSTITUTO ODONTOLOGICO,05.490.365/0001-65,8630504,Atividade odontológica,"QUADRA QE 11 AREA ESPECIAL L, SN, SALA  219 E 220, GUARA I, CEP 71020721, Brasilia/DF",GUARA I,Brasilia/DF,(61) 33834729,(61) 39671729,clinicafelizardo@gmail.com,2003-01-08,283,1,ME - Microempresa (ate R$360 mil/ano),Nao,15000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,10,cnae_principal,,,,porte 5 + capital_social 4 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 43 | NOTA 43/100
1174,43,CLINICA ODONTOLOGICA MARTINS & BASTOS LTDA,M BASTOS ODONTOLOGIA,08.874.940/0001-11,8630504,Atividade odontológica,"OUTROS SRTVS QUADRA 701 CONJUNTO E BLOCO 01, 12, SALA 108, ASA SUL, CEP 70340000, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 33274887,,,2007-06-08,230,1,ME - Microempresa (ate R$360 mil/ano),Nao,15000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,19,cnae_principal,,,,porte 5 + capital_social 4 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 43 | NOTA 43/100
